id,question,context,answer,strategy
389,What expression is part of a conceptual framework for testing computer systems?,"The expression is part of a conceptual framework for testing (see Duck test) of some computer systems. In a sense, this usage results from a need for 'behavioral' analysis of an entity (virtual or otherwise) in an attempt to know what it is or whether it is what is 'claimed' of it (by itself or another). One can even argue several philosophical points (see Operational definition). But, it's really in 'computing' where entities emerge (evolve) that are not 'covered' by theory or some known 'meta' view where this idea has taken hold, especially in forms related to advanced techniques. (As aforementioned though, very few ducks actually do ""quack"")",The expression Duck test is part of a conceptual framework for testing (see Duck test) of some computer systems. The answer: Duck test.,768d_top1_cot
391,"Where did the expression ""a sitting duck"" come from?","In many areas, wild ducks of various species (including ducks farmed and released into the wild) are hunted for food or sport, by shooting, or formerly by decoys. From this came the expression ""a sitting duck"", which means ""an easy target"".","In many areas, wild ducks of various species (including ducks farmed and released into the wild) are hunted for food or sport, by shooting, or formerly by decoys. From this came the expression ""a sitting duck"", which means ""an easy target"". The answer: From many areas.",768d_top1_cot
393,Is Egypt bordered by the Gaza Strip?,"Egypt is bordered by Libya to the west, Sudan to the south, and by the Gaza Strip and Israel to the east. Egypt's important role in geopolitics stems from its strategic position: a transcontinental nation, it possesses a land bridge (the Isthmus of Suez) between Africa and Asia, which in turn is traversed by a navigable waterway (the Suez Canal) that connects the Mediterranean Sea with the Indian Ocean via the Red Sea.","Egypt is bordered by Libya to the west, Sudan to the south, and by the Gaza Strip and Israel to the east. The answer: yes.",768d_top1_cot
395,Is Egypt the most populated country in Africa?,"Egypt is one of the most populous countries in Africa. The great majority of its estimated 78 million people (2007) live near the banks of the Nile River in an area of about   where the only arable agricultural land is found. The large areas of the Sahara Desert are sparsely inhabited. About half of Egypt's residents live in urban areas, with the majority spread across the densely populated centers of greater Cairo, Alexandria and other major cities in the Nile Delta.","Egypt is one of the most populous countries in Africa. The great majority of its estimated 78 million people (2007) live near the banks of the Nile River in an area of about where the only arable agricultural land is found. The large areas of the Sahara Desert are sparsely inhabited. About half of Egypt's residents live in urban areas, with the majority spread across the densely populated centers of greater Cairo, Alexandria and other major cities in the Nile Delta. The answer: yes.",768d_top1_cot
397,Does Egypt have political influence in the Middle East?,"Egypt's foreign policy operates along moderate lines. Factors such as population size, historical events, military strength, diplomatic expertise and a strategic geographical position give Egypt extensive political influence in Africa and the Middle East. Cairo has been a crossroads of regional commerce and culture for centuries, and its intellectual and Islamic institutions are at the center of the region's social and cultural development.","Factors such as population size, historical events, military strength, diplomatic expertise and a strategic geographical position give Egypt extensive political influence in Africa and the Middle East. Cairo has been a crossroads of regional commerce and culture for centuries, and its intellectual and Islamic institutions are at the center of the region's social and cultural development. The answer: yes.",768d_top1_cot
399,When was the Six Day War?,"In 1973, Egypt, along with Syria, launched the October War, a surprise attack against the Israeli forces occupying the Sinai Peninsula and the Golan Heights.  It was an attempt to liberate the territory Israel had captured 6 years earlier. Both the US and the USSR intervened and a cease-fire was reached. Despite not being a complete military success, most historians agree that the October War presented Sadat with a political victory that later allowed him to pursue peace with Israel.","In 1973, Egypt, along with Syria, launched the October War, a surprise attack against the Israeli forces occupying the Sinai Peninsula and the Golan Heights. It was an attempt to liberate the territory Israel had captured 6 years earlier. Both the US and the USSR intervened and a cease-fire was reached. Despite not being a complete military success, most historians agree that the October War presented Sadat with a political victory that later allowed him to pursue peace with Israel. The answer: 1973.",768d_top1_cot
401,What religions has Egypt outlawed?,"The high court of Egypt has outlawed all religions and belief except Islam, Christianity and Judaism. (For more information see Egyptian Identification Card Controversy.)","The high court of Egypt has outlawed all religions and belief except Islam, Christianity and Judaism. The answer: Islam , Christianity and Judaism.",768d_top1_cot
403,What is the poulation of Egypt?,"Egypt (Egyptian: Kemet; Coptic:   KÄ«mi;     ; Egyptian Arabic:  ), officially the Arab Republic of Egypt, is a country in North Africa that includes the Sinai Peninsula, a land bridge to Asia. Covering an area of about  , Egypt borders Libya to the west, Sudan to the south, and the Gaza Strip and Israel to the east. The northern coast borders the Mediterranean Sea and the island of Cyprus; the eastern coast borders the Red Sea.","Egypt borders Libya to the west, Sudan to the south, and the Gaza Strip and Israel to the east. Egypt borders Egypt (Egyptian: Kemet; Coptic: K«mi; ; Egyptian Arabic: ), officially the Arab Republic of Egypt, is a country in North Africa that includes the Sinai Peninsula, a land bridge to Asia. Covering an area of about , Egypt borders Libya to the west, Sudan to the south, and the Gaza Strip and Israel to the east. Covering an area of about , Egypt borders Libya to the west, Sudan to the south, and the Gaza Strip and Israel to the east. The northern coast borders the Mediterranean Sea and the island of Cyprus; the eastern coast borders the Red Sea. The answer: a country in North Africa that includes the Sinai Peninsula , a land bridge to Asia.",768d_top1_cot
405,Why does most of Egypt's population live near the Nile?,The Nile River in Egypt,"You are a helpful assistant. The Nile River is a river in Egypt. The Nile River is a river in Egypt. The Nile River is a river in Egypt. So, the answer is the Nile River.",768d_top1_cot
407,Are there a large number of Jews living in Egypt today?,"Egypt was once home to one of the oldest Jewish communities in the world. Egyptian Jews, who were mostly Karaites, partook of all aspects of Egypt's social, economic and political life; one of the most ardent Egyptian nationalists, Yaqub Sanu' (Abu Naddara), was a Jew, as were famous musician Dawoud Husni, popular singer Leila Mourad, and prominent filmmaker Togo Mizrahi. For a while, Jews from across the Ottoman Empire and Europe were attracted to Egypt due to the relative harmony that characterized the local religious landscape in the 19th and early 20th centuries. After the 1956 Suez Crisis, a great number of Jews were expelled by Gamal Abdel Nasser, many of whom holding official Egyptian citizenship. Their Egyptian citizenship was revoked and their property was confiscated. A steady stream of migration of Egyptian Jews followed, reaching a peak after the Six-Day War with Israel in 1967. Today, Jews in Egypt number less than 500. Jewish Community Council (JCC) of Cairo.  Bassatine News. 2006.","Today, Jews in Egypt number less than 500. Jewish Community Council (JCC) of Cairo. Bassatine News. 2006. So, the answer is no.",768d_top1_cot
409,During what period was Akhenaten a Pharaoh?,"The New Kingdom (c.1550â1070 BC) began with the Eighteenth Dynasty, marking the rise of Egypt as an international power that expanded during its greatest extension to an empire as far south as Jebel Barkal in Nubia, and included parts of the Levant in the east. This period is noted for some of the most well-known Pharaohs, including Hatshepsut, Thutmose III, Akhenaten and his wife Nefertiti, Tutankhamun and Ramesses II. The first known self-conscious expression of monotheism came during this period in the form of Atenism. Frequent contacts with other nations brought new ideas to the New Kingdom. The country was later invaded by Libyans, Nubians and Assyrians, but native Egyptians drove them out and regained control of their country.","The New Kingdom (c.1550â1070 BC) began with the Eighteenth Dynasty, marking the rise of Egypt as an international power that expanded during its greatest extension to an empire as far south as Jebel Barkal in Nubia, and included parts of the Levant in the east. This period is noted for some of the most well-known Pharaohs, including Hatshepsut, Thutmose III, Akhenaten and his wife Nefertiti, Tutankhamun and Ramesses II. The answer: the Eighteenth Dynasty.",768d_top1_cot
411,Is Egypt in Asia?,"Egypt (Egyptian: Kemet; Coptic:   KÄ«mi;     ; Egyptian Arabic:  ), officially the Arab Republic of Egypt, is a country in North Africa that includes the Sinai Peninsula, a land bridge to Asia. Covering an area of about  , Egypt borders Libya to the west, Sudan to the south, and the Gaza Strip and Israel to the east. The northern coast borders the Mediterranean Sea and the island of Cyprus; the eastern coast borders the Red Sea.","Egypt (Egyptian: Kemet; Coptic: K«mi; ; Egyptian Arabic: ), officially the Arab Republic of Egypt, is a country in North Africa that includes the Sinai Peninsula, a land bridge to Asia. Egypt (Egyptian: Kemet; Coptic: K«mi; ; Egyptian Arabic: ), officially the Arab Republic of Egypt, is a country in North Africa that includes the Sinai Peninsula, a land bridge to Asia. The answer: yes.",768d_top1_cot
412,Does Egypt receive the least rainfall in the world?,"Egypt receives the least rainfall in the world. South of Cairo, rainfall averages only around 2 to 5 mm (0.1 to 0.2 in) per year and at intervals of many years. On a very thin strip of the northern coast the rainfall can be as high as  , all between November and March. Snow falls on Sinai's mountains and some of the north coastal cities such as Damietta, Baltim, Sidi Barrany, etc. and rarely in Alexandria, frost is also known in mid-Sinai and mid-Egypt.","Egypt receives the least rainfall in the world. South of Cairo, rainfall averages only around 2 to 5 mm (0.1 to 0.2 in) per year and at intervals of many years. On a very thin strip of the northern coast the rainfall can be as high as , all between November and March. Snow falls on Sinai's mountains and some of the north coastal cities such as Damietta, Baltim, Sidi Barrany, etc. and rarely in Alexandria, frost is also known in mid-Sinai and mid-Egypt. The answer: yes.",768d_top1_cot
414,Does Egypt's foreign policy operates along moderate lines?,"Egypt's foreign policy operates along moderate lines. Factors such as population size, historical events, military strength, diplomatic expertise and a strategic geographical position give Egypt extensive political influence in Africa and the Middle East. Cairo has been a crossroads of regional commerce and culture for centuries, and its intellectual and Islamic institutions are at the center of the region's social and cultural development.","Egypt's foreign policy operates along moderate lines. Factors such as population size, historical events, military strength, diplomatic expertise and a strategic geographical position give Egypt extensive political influence in Africa and the Middle East. Cairo has been a crossroads of regional commerce and culture for centuries, and its intellectual and Islamic institutions are at the center of the region's social and cultural development. The answer: yes.",768d_top1_cot
416,Since when has Egypt been a republic?,"Egypt has been a republic since June 18 1953. President Mohamed Hosni Mubarak has been the President of the Republic since October 14 1981, following the assassination of former-President Mohammed Anwar El-Sadat. Mubarak is currently serving his fifth term in office. He is the leader of the ruling National Democratic Party. Prime Minister Dr. Ahmed Nazif was sworn in as Prime Minister on 9 July 2004, following the resignation of Dr. Atef Ebeid from his office.","Egypt has been a republic since June 18 1953. President Mohamed Hosni Mubarak has been the President of the Republic since October 14 1981, following the assassination of former-President Mohammed Anwar El-Sadat. Mubarak is currently serving his fifth term in office. Prime Minister Dr. Ahmed Nazif was sworn in as Prime Minister on 9 July 2004, following the resignation of Dr. Atef Ebeid from his office. The answer: June 18 1953.",768d_top1_cot
418,When were the Great Sphinx and the Pyramids of Giza built?,"The Great Sphinx and the Pyramids of Giza, built during the Old Kingdom, are modern national icons that are  at the heart of Egypt's thriving tourism industry.",The Great Sphinx and the Pyramids of Giza were built during the Old Kingdom. The answer: the Old Kingdom.,768d_top1_cot
420,What countries border Egypt?,"Egypt (Egyptian: Kemet; Coptic:   KÄ«mi;     ; Egyptian Arabic:  ), officially the Arab Republic of Egypt, is a country in North Africa that includes the Sinai Peninsula, a land bridge to Asia. Covering an area of about  , Egypt borders Libya to the west, Sudan to the south, and the Gaza Strip and Israel to the east. The northern coast borders the Mediterranean Sea and the island of Cyprus; the eastern coast borders the Red Sea.","Egypt borders Libya to the west, Sudan to the south, and the Gaza Strip and Israel to the east. Egypt borders Libya to the west, Sudan to the south, and the Gaza Strip and Israel to the east. The answer: Libya.",768d_top1_cot
422,What is the estimated population of Egypt?,"Egypt is one of the most populous countries in Africa. The great majority of its estimated 78 million people (2007) live near the banks of the Nile River in an area of about   where the only arable agricultural land is found. The large areas of the Sahara Desert are sparsely inhabited. About half of Egypt's residents live in urban areas, with the majority spread across the densely populated centers of greater Cairo, Alexandria and other major cities in the Nile Delta.","The great majority of its estimated 78 million people (2007) live near the banks of the Nile River in an area of about where the only arable agricultural land is found. The large areas of the Sahara Desert are sparsely inhabited. About half of Egypt's residents live in urban areas, with the majority spread across the densely populated centers of greater Cairo, Alexandria and other major cities in the Nile Delta. Egypt is one of the most populous countries in Africa. The answer: 78 million.",768d_top1_cot
424,Does snow fall in Egypt?,"Egypt receives the least rainfall in the world. South of Cairo, rainfall averages only around 2 to 5 mm (0.1 to 0.2 in) per year and at intervals of many years. On a very thin strip of the northern coast the rainfall can be as high as  , all between November and March. Snow falls on Sinai's mountains and some of the north coastal cities such as Damietta, Baltim, Sidi Barrany, etc. and rarely in Alexandria, frost is also known in mid-Sinai and mid-Egypt.","Egypt receives the least rainfall in the world. South of Cairo, rainfall averages only around 2 to 5 mm (0.1 to 0.2 in) per year and at intervals of many years. Snow falls on Sinai's mountains and some of the north coastal cities such as Damietta, Baltim, Sidi Barrany, etc. and rarely in Alexandria, frost is also known in mid-Sinai and mid-Egypt. The answer: yes.",768d_top1_cot
426,When did organized agriculture appear in the Nile Valley?,"The Nile has been a site of continuous human habitation since at least the Paleolithic era. Evidence of this appears in the form of artifacts and rock carvings along the Nile terraces and in the desert oases. In the 10th millennium BC, a culture of hunter-gatherers and fishers replaced a grain-grinding culture. Climate changes and/or overgrazing around 8000 BC began to desiccate the pastoral lands of Egypt,  forming the Sahara. Early tribal peoples migrated to the Nile River where they developed a settled agricultural economy and more centralized society. Midant-Reynes, BÃ©atrix. The Prehistory of Egypt: From the First Egyptians to the First Kings. Oxford: Blackwell Publishers.","In the 10th millennium BC, a culture of hunter-gatherers and fishers replaced a grain-grinding culture. Climate changes and/or overgrazing around 8000 BC began to desiccate the pastoral lands of Egypt, forming the Sahara. Early tribal peoples migrated to the Nile River where they developed a settled agricultural economy and more centralized society. The answer: the 10th millennium BC.",768d_top1_cot
428,Are elephants the largest land animals alive today?,"Under the new two species classification, Loxodonta africana refers specifically to the Savanna Elephant, the largest of all elephants. In fact, it is the largest land animal in the world, standing up to 4 m (13 ft) at the shoulder and weighing approximately 7,000 kg (7.7 tons). The average male stands about 3 m (10 ft) tall at the shoulder and weighs about 5500â6000 kg (6.1â6.6 tons), the female being much smaller. Most often, Savanna Elephants are found in open grasslands, marshes, and lakeshores. They range over much of the savanna zone south of the Sahara.","Loxodonta africana refers specifically to the Savanna Elephant, the largest land animal in the world, standing up to 4 m (13 ft) at the shoulder and weighing approximately 7,000 kg (7.7 tons). The average male stands about 3 m (10 ft) tall at the shoulder and weighs about 5500â6000 kg (6.1â6.6 tons), the female being much smaller. Most often, Savanna Elephants are found in open grasslands, marshes, and lakeshores. They range over much of the savanna zone south of the Sahara. The answer: yes.",768d_top1_cot
430,Can an elephant kill a rhinoceros?,"Elephants are increasingly threatened by human intrusion and poaching. Once numbering in the millions, the African elephant population has dwindled to between 470,000 and 690,000 individuals.    The elephant is now a protected species worldwide, with restrictions in place on capture, domestic use, and trade in products such as ivory. Elephants generally have no natural predators, although lions may take calves and occasionally adults. A. J. Loveridge, J. E. Hunt, F. Murindagomo   D. W. Macdonald. (2006) Influence of drought on predation of elephant (Loxodonta africana) calves by lions (Panthera leo) in an African wooded savannah. Journal of Zoology 270:3, 523â530     In some areas, lions may regularly take to preying on elephants. Hemson, Graham (2003) The Ecology and Conservation of Lions: Human-Wildlife Conflict in semi-arid Botswana. Ph. D. Thesis, University of Oxford.","Elephants generally have no natural predators, although lions may take calves and occasionally adults. Hemson, Graham (2003) The Ecology and Conservation of Lions: Human-Wildlife Conflict in semi-arid Botswana. Ph. D. Thesis, University of Oxford. So, the answer is no.",768d_top1_cot
432,Are elephants good swimmers?,An Asian elephant swimming.,You are a helpful assistant. An Asian elephant swimming is an example of swimming. The answer: yes.,768d_top1_cot
434,How many living species of African Elephants are there?,"there are approximately between 470,000 and 690,000 African elephants in the wild. Although this estimate only covers about half of the total elephant range, experts do not believe the true figure to be much higher, as it is unlikely that large populations remain to be discovered.    By far the largest populations are now found in Southern and Eastern Africa, which together account for the majority of the continental population. According to a recent analysis by IUCN experts, most major populations in Eastern and Southern Africa are stable or have been steadily increasing since the mid-1990s, at an average rate of 4.5% per annum.    Blanc et al. 2007, op. cit.","There are approximately between 470,000 and 690,000 African elephants in the wild. Although this estimate only covers about half of the total elephant range, experts do not believe the true figure to be much higher, as it is unlikely that large populations remain to be discovered. By far the largest populations are now found in Southern and Eastern Africa, which together account for the majority of the continental population. According to a recent analysis by IUCN experts, most major populations in Eastern and Southern Africa are stable or have been steadily increasing since the mid-1990s, at an average rate of 4.5% per annum. Blanc et al. 2007, op. cit. So, the answer is approximately between 470,000 and 690,000.",768d_top1_cot
436,How long may elephants live?,"After a twenty-two-month pregnancy, the mother will give birth to a calf that will weigh about 113 kg (250 lb) and stand over 76 cm (2.5 ft) tall. Elephants have a very long childhood. They are born with fewer survival instincts than many other animals. Instead, they must rely on their elders to teach them the things they need to know. Today, however, the pressures humans have put on the wild elephant populations, from poaching to habitat destruction, mean that the elderly often die at a younger age, leaving fewer teachers for the young.","After a twenty-two-month pregnancy, the mother will give birth to a calf that will weigh about 113 kg (250 lb) and stand over 76 cm (2.5 ft) tall. Elephants have a very long childhood. They are born with fewer survival instincts than many other animals. Instead, they must rely on their elders to teach them the things they need to know. Today, however, the pressures humans have put on the wild elephant populations, from poaching to habitat destruction, mean that the elderly often die at a younger age, leaving fewer teachers for the young. Therefore, the answer is twenty - two - months.",768d_top1_cot
438,Why does the phrase 'elephants never forget' have no metaphorical meaning?,"* The phrase 'elephants never forget' has no metaphorical meaning, it refers literally to elephants supposedly having an excellent memory.",Elephants never forget refers literally to elephants supposedly having an excellent memory. The answer: it refers literally to elephants supposedly having an excellent memory.,768d_top1_cot
440,How many living species of Asian Elephants are there?,"The world population of Asian elephants â also called Indian Elephants or Elephas maximus â is estimated to be around 60,000, about a tenth of the number of African elephants. More precisely, it is estimated that there are between 38,000 and 53,000 wild elephants and between 14,500 and 15,300 domesticated elephants in Asia with perhaps another 1,000 scattered around zoos in the rest of the world.    The Asian elephants' decline has possibly been more gradual with the causes primarily being poaching and habitat destruction by human encroachment.","The world population of Asian elephants â also called Indian Elephants or Elephas maximus â is estimated to be around 60,000, about a tenth of the number of African elephants. More precisely, it is estimated that there are between 38,000 and 53,000 wild elephants and between 14,500 and 15,300 domesticated elephants in Asia with perhaps another 1,000 scattered around zoos in the rest of the world. More precisely, it is estimated that there are between 38,000 and 53,000 wild elephants and between 14,500 and 15,300 domesticated elephants in Asia with perhaps another 1,000 scattered around zoos in the rest of the world. The Asian elephants' decline has possibly been more gradual with the causes primarily being poaching and habitat destruction by human encroachment. The answer: 60,000.",768d_top1_cot
442,How much do elephants weight at birth?,"After a twenty-two-month pregnancy, the mother will give birth to a calf that will weigh about 113 kg (250 lb) and stand over 76 cm (2.5 ft) tall. Elephants have a very long childhood. They are born with fewer survival instincts than many other animals. Instead, they must rely on their elders to teach them the things they need to know. Today, however, the pressures humans have put on the wild elephant populations, from poaching to habitat destruction, mean that the elderly often die at a younger age, leaving fewer teachers for the young.","After a twenty-two-month pregnancy, the mother will give birth to a calf that will weigh about 113 kg (250 lb) and stand over 76 cm (2.5 ft) tall. Elephants have a very long childhood. They are born with fewer survival instincts than many other animals. Instead, they must rely on their elders to teach them the things they need to know. Today, however, the pressures humans have put on the wild elephant populations, from poaching to habitat destruction, mean that the elderly often die at a younger age, leaving fewer teachers for the young. The answer: 113 kg.",768d_top1_cot
444,What did Aristotle say about elephants?,"Elephants are symbols of wisdom in Asian cultures, and are famed for their memory and high intelligence, and are thought to be on par with cetaceans    and hominids   . Aristotle once said the elephant was ""the beast which passeth all others in wit and mind.""","Aristotle once said the elephant was ""the beast which passeth all others in wit and mind."" The answer: the beast which passeth all others in wit and mind.",768d_top1_cot
446,Are elephant populations in West Africa generally small and fragmented?,"Elephant populations in West Africa, on the other hand, are generally small and fragmented, and only account for a small proportion of the continental total.    ","Elephant populations in West Africa, on the other hand, are generally small and fragmented, and only account for a small proportion of the continental total. The answer: yes.",768d_top1_cot
448,Is the Asian elephant larger than the African?,"African elephants, at up to 4 m (13 ft 1 in) tall and weighing 7500 kg (8.27 short tons), are usually  larger than the Asian species and they have bigger ears. Both male and female African elephants have long tusks, while their Asian counterparts have shorter ones, with those of females vanishingly small. African elephants have a dipped back, smooth forehead and two ""fingers"" at the tip of their trunks, whereas the Asian have an arched back, two humps on the forehead and only one ""finger"" at the tip of their trunks.","African elephants are usually larger than the Asian species and they have bigger ears. Both male and female African elephants have long tusks, while their Asian counterparts have shorter ones, with those of females vanishingly small. African elephants have a dipped back, smooth forehead and two ""fingers"" at the tip of their trunks, whereas the Asian have an arched back, two humps on the forehead and only one ""finger"" at the tip of their trunks. The answer: yes.",768d_top1_cot
450,Is an elephant's skin tough?,Skin of an African elephant,The skin of an elephant is very soft. The skin of an elephant is very soft. The skin of an elephant is very soft. The answer: yes.,768d_top1_cot
452,How do elephants communicate over long distances?,"Elephants communicate over long distances by producing and receiving low-frequency sound (infrasound), a sub-sonic rumbling, which can travel through the ground farther than sound travels through the air. This can be felt by the sensitive skin of an elephant's feet and trunk, which pick up the resonant vibrations much as the flat skin on the head of a drum. To listen attentively, every member of the herd will lift one foreleg from the ground, and face the source of the sound, or often lay its trunk on the ground. The lifting presumably increases the ground contact and sensitivity of the remaining legs. This ability is thought also to aid their navigation by use of external sources of infrasound. Discovery of this new aspect of elephant social communication and perception came with breakthroughs in audio technology, which can pick up frequencies outside the range of the human ear. Pioneering research in elephant infrasound communication was done by Katy Payne, of the Elephant Listening Project,    and is detailed in her book Silent Thunder. Though this research is still in its infancy, it is helping to solve many mysteries, such as how elephants can find distant potential mates, and how social groups are able to coordinate their movements over extensive range.","By producing and receiving low-frequency sound (infrasound), a sub-sonic rumbling, which can travel through the ground farther than sound travels through the air. This can be felt by the sensitive skin of an elephant's feet and trunk, which pick up the resonant vibrations much as the flat skin on the head of a drum. To listen attentively, every member of the herd will lift one foreleg from the ground, and face the source of the sound, or often lay its trunk on the ground. To listen attentively, every member of the herd will lift one foreleg from the ground, and face the source of the sound, or often lay its trunk on the ground. This ability is thought also to aid their navigation by use of external sources of infrasound. Discovery of this new aspect of elephant social communication and perception came with breakthroughs in audio technology, which can pick up",768d_top1_cot
454,When do African elephants lie down?,"An elephant's legs are great straight pillars, as they must be to support its bulk. The elephant needs less muscular power to stand because of its straight legs and large pad-like feet. For this reason an elephant can stand for very long periods of time without tiring. In fact, African elephants rarely lie down unless they are sick or wounded. Indian elephants, in contrast, lie down frequently.","African elephants rarely lie down unless they are sick or wounded. Indian elephants, in contrast, lie down frequently. The answer: unless they are sick or wounded.",768d_top1_cot
455,How long is the elephant's gestation period?,"Females (cows) reach sexual maturity at around 9â12 years of age and become pregnant for the first time, on average, around age 13. They can reproduce until ages 55â60. Females give birth at intervals of about 5 years. Their gestation (pregnancy) period lasts about 22 months (630â660 days), the longest gestation period of any mammal, after which typically one calf is born. Twins are rare. Labour ranges in length from 5 minutes to 60 hours. The average length of labour is 11 hours. At birth, calves weigh around 90â115 kg (200â250 lb), and they gain 1 kg (2â2.5 lb) a day. In the wild, the mother is accompanied by other adult females (aunts), who protect the young, and baby elephants are raised and nurtured by the whole family group, practically from the moment of birth.","Females (cows) reach sexual maturity at around 9â12 years of age and become pregnant for the first time, on average, around age 13. They can reproduce until ages 55â60. Their gestation (pregnancy) period lasts about 22 months (630â660 days), the longest gestation period of any mammal, after which typically one calf is born. Twins are rare. Labour ranges in length from 5 minutes to 60 hours. The average length of labour is 11 hours. At birth, calves weigh around 90â115 kg (200â250 lb), and they gain 1 kg (2â2.5 lb) a day. In the wild, the mother is accompanied by other adult females (aunts), who protect the young, and baby elephants are raised and nurtured by the whole family group, practically from the moment of birth. The answer:",768d_top1_cot
457,How many species of African elephants have been proposed?,"there are approximately between 470,000 and 690,000 African elephants in the wild. Although this estimate only covers about half of the total elephant range, experts do not believe the true figure to be much higher, as it is unlikely that large populations remain to be discovered.    By far the largest populations are now found in Southern and Eastern Africa, which together account for the majority of the continental population. According to a recent analysis by IUCN experts, most major populations in Eastern and Southern Africa are stable or have been steadily increasing since the mid-1990s, at an average rate of 4.5% per annum.    Blanc et al. 2007, op. cit.","There are approximately between 470,000 and 690,000 African elephants in the wild. Although this estimate only covers about half of the total elephant range, experts do not believe the true figure to be much higher, as it is unlikely that large populations remain to be discovered. By far the largest populations are now found in Southern and Eastern Africa, which together account for the majority of the continental population. According to a recent analysis by IUCN experts, most major populations in Eastern and Southern Africa are stable or have been steadily increasing since the mid-1990s, at an average rate of 4.5% per annum. Blanc et al. 2007, op. cit.",768d_top1_cot
459,What are the elephant's ears important for?,"The ears are also used in certain displays of aggression and during the males' mating period. If an elephant wants to intimidate a predator or rival, it will spread its ears out wide to make itself look more massive and imposing. During the breeding season, males give off an odour from a gland located behind their eyes. Joyce Poole, a well-known elephant researcher, has theorized that the males will fan their ears in an effort to help propel this ""elephant cologne"" great distances.","If an elephant wants to intimidate a predator or rival, it will spread its ears out wide to make itself look more massive and imposing. If an elephant wants to intimidate a predator or rival, it will spread its ears out wide to make itself look more massive and imposing. The answer: intimidate a predator or rival.",768d_top1_cot
461,What land animal has the largest brain?,"Human, dolphin and elephant brains up to scale. (1)-cerebrum (1a)-temporal lobe and (2)-cerebellum ","Human, dolphin and elephant are all animals. Human, dolphin and elephant are all animals. The answer: elephant.",768d_top1_cot
463,Are elephants mammals?,"Elephants (Elephantidae) are a family in the order Proboscidea in the class Mammalia. They were once classified along with other thick skinned animals in a now invalid order, Pachydermata. There are three living species: the African Bush Elephant, the African Forest Elephant (until recently known collectively as the African Elephant), and the Asian Elephant (also known as the Indian Elephant). Other species have become extinct since the last ice age, which ended about 10,000 years ago, the Mammoth being the most well-known of these.","Elephants (Elephantidae) are a family in the order Proboscidea in the class Mammalia. They were once classified along with other thick skinned animals in a now invalid order, Pachydermata. There are three living species: the African Bush Elephant, the African Forest Elephant (until recently known collectively as the African Elephant), and the Asian Elephant (also known as the Indian Elephant). Other species have become extinct since the last ice age, which ended about 10,000 years ago, the Mammoth being the most well-known of these. The answer: yes.",768d_top1_cot
465,Have elephants been used as working animals?,"Throughout Siam, India, and most of South Asia elephants were used in the military for heavy labour, especially for uprooting trees and moving logs, and were also commonly used as executioners to crush the condemned underfoot.","Throughout Siam, India, and most of South Asia elephants were used in the military for heavy labour, especially for uprooting trees and moving logs, and were also commonly used as executioners to crush the condemned underfoot. The answer: yes.",768d_top1_cot
467,Do they prefer forested areas?,"Forests cover approximately 60% of the country.    In Sumatra and Kalimantan, these are predominantly of Asian species. However, the forests of the smaller, and more densely populated Java, have largely been removed for human habitation and agriculture. Sulawesi, Nusa Tenggara, and Maluku having been long separated from the continental landmasses have developed their own unique flora and fauna.  ;    Papua was part of the Australian landmass, and is home to a unique fauna and flora closely related to that of Australia, including over 600 bird species.","Sumatra and Kalimantan are predominantly of Asian species. However, the forests of the smaller, and more densely populated Java, have largely been removed for human habitation and agriculture. Sulawesi, Nusa Tenggara, and Maluku having been long separated from the continental landmasses have developed their own unique flora and fauna. ; Papua was part of the Australian landmass, and is home to a unique fauna and flora closely related to that of Australia, including over 600 bird species. The answer: yes.",768d_top1_cot
469,What is the world population of Asian elephants?,"The world population of Asian elephants â also called Indian Elephants or Elephas maximus â is estimated to be around 60,000, about a tenth of the number of African elephants. More precisely, it is estimated that there are between 38,000 and 53,000 wild elephants and between 14,500 and 15,300 domesticated elephants in Asia with perhaps another 1,000 scattered around zoos in the rest of the world.    The Asian elephants' decline has possibly been more gradual with the causes primarily being poaching and habitat destruction by human encroachment.","The world population of Asian elephants â also called Indian Elephants or Elephas maximus â is estimated to be around 60,000, about a tenth of the number of African elephants. More precisely, it is estimated that there are between 38,000 and 53,000 wild elephants and between 14,500 and 15,300 domesticated elephants in Asia with perhaps another 1,000 scattered around zoos in the rest of the world. The answer: around 60,000.",768d_top1_cot
471,What part of an elephant is very important for temperature regulation?,"Wallowing also aids the skin in regulating body temperatures. Elephants have difficulty in releasing heat through the skin because, in proportion to their body size, they have very little of it. The ratio of an elephant's mass to the surface area of its skin is many times that of a human. Elephants have even been observed lifting up their legs to expose the soles of their feet, presumably in an effort to expose more skin to the air. Since wild elephants live in very hot climates, they must have other means of getting rid of excess heat.","The skin. The ratio of an elephant's mass to the surface area of its skin is many times that of a human. Elephants have even been observed lifting up their legs to expose the soles of their feet, presumably in an effort to expose more skin to the air. The answer: the skin.",768d_top1_cot
