id,question,context,answer,strategy
740,He became chief engineer in the Department of Bridges and Highways in what year?,"In 1892, he became the third in his family to occupy the physics chair at the MusÃ©um National d'Histoire Naturelle. In 1894, he became chief engineer in the Department of Bridges and Highways. *Samuel Smiles, Lives of the Engineers, (London, 1861-62, new edition, five volumes, 1905).   Upon assuming office, Ford inherited the cabinet Nixon selected during his tenure in office. Over the course of Ford's relatively brief administration, only Secretary of State Henry Kissinger and Secretary of the Treasury William E. Simon remained. Ford appointed William Coleman as Secretary of Transportation, the second African American to serve in a presidential cabinet (after Robert Clifton Weaver) and the first appointed in a Republican administration.  Secretary of Transportation: William T. Coleman Jr. (1975â1977) - AmericanPresident.org (January 15, 2005). Retrieved on December 31, 2006. He signed the Interstate Commerce Act, the first law attempting Federal regulation of the railroads. *There is a U.S. Grant Memorial Highway (US 52) in Cincinnati, Ohio.",1894,768d_top5_persona
741,What led Becquerel to investigate the spontaneous emission of nuclear radiation?,"In 1896, while investigating phosphorescence in uranium salts, Becquerel accidentally discovered radioactivity. Investigating the work of Wilhelm Conrad RÃ¶ntgen, Becquerel wrapped a fluorescent substance, potassium uranyl sulfate, in photographic plates and black material in preparation for an experiment requiring bright sunlight. However, prior to actually performing the experiment, Becquerel found that the photographic plates were fully exposed. This discovery led Becquerel to investigate the spontaneous emission of nuclear radiation. Antoine Henri Becquerel (December 15, 1852 ; August 25, 1908) was a French physicist, Nobel laureate, and one of the discoverers of radioactivity. He won the 1903 Nobel Prize in Physics for discovering radioactivity. In 1903, he shared the Nobel Prize in Physics with Pierre and Marie Curie ""in recognition of the extraordinary services he has rendered by his discovery of spontaneous radioactivity"". In April of 1887, Tesla began investigating what would later be called X-rays using his own single node vacuum tubes (similar to his patent  ). This device differed from other early X-ray tubes in that they had no target electrode. The modern term for the phenomenon produced by this device is bremsstrahlung (or braking radiation). We now know that this device operated by emitting electrons from the single electrode through a combination of field emission and thermionic emission. Once liberated, electrons are strongly repelled by the high electric field near the electrode during negative voltage peaks from the oscillating HV output of the Tesla Coil, generating X-rays as they collide with the glass envelope. He also used Geissler tubes. By 1892, Tesla became aware of what Wilhelm RÃ¶ntgen later identified as effects of X-rays. The SI unit for radioactivity, the becquerel (Bq), is named after him, and there is a Becquerel crater on the Moon and a Becquerel crater on Mars.","Becquerel accidentally discovered radioactivity. Investigating the work of Wilhelm Conrad Rntgen, Becquerel wrapped a fluorescent substance, potassium uranyl sulfate, in photographic plates and black material in preparation for an experiment requiring bright sunlight. However, prior to actually performing the experiment, Becquerel found that the photographic plates were fully exposed. This discovery led Becquerel to investigate the spontaneous emission of nuclear radiation.",768d_top5_persona
742,Is it true that he married louise désirée lorieux in 1890?,"Becquerel was born in Paris into a family which, including he and his son Jean, produced four generations of scientists. He studied science at the Ãcole Polytechnique and engineering at the Ãcole des Ponts et ChaussÃ©es. In 1890 he married Louise DÃ©sirÃ©e Lorieux. * The book Stardust and Shadows, 2000, Toronto: Dundern Press by Charles Foster details an alleged relationship between silent-era motion picture actress Florence La Badie and Wilson. On September 19, 1648, after many months of Pascal's friendly but insistent prodding, Florin PÃ©rier, husband of Pascal's elder sister Gilberte, was finally to carry out the fact finding mission vital to Pascal's theory. The account, written by PÃ©rier, reads: Wilson's first wife Ellen died on August 6, 1914 of Bright's disease. In 1915, he met Edith Galt. They married later that year on December 18. Very little is known about Avogadro's private life and political activity although he seems to have led a sober and religious life. He married Felicita Mazzé and had six children.",yes,768d_top5_persona
743,Is it true that he shared the nobel prize in physics?,"In 1903, he shared the Nobel Prize in Physics with Pierre and Marie Curie ""in recognition of the extraordinary services he has rendered by his discovery of spontaneous radioactivity"". Since the Nobel Prize in Physics was awarded to Marconi for radio in 1909, Thomas Edison and Tesla were mentioned as potential laureates to share the Nobel Prize of 1915 in a press dispatch, leading to one of several Nobel Prize controversies. Some sources have claimed that due to their animosity toward each other neither was given the award, despite their enormous scientific contributions, and that each sought to minimize the other one's achievements and right to win the award, that both refused to ever accept the award if the other received it first, and that both rejected any possibility of sharing it.  O'Neill, ""Prodigal Genius"" pp228-229  Antoine Henri Becquerel (December 15, 1852 ; August 25, 1908) was a French physicist, Nobel laureate, and one of the discoverers of radioactivity. He won the 1903 Nobel Prize in Physics for discovering radioactivity. According to a college roommate, he did not graduate.  . Cited in Seifer, Marc, The Life and Times of Nikola Tesla, 1996 In the following events after the rumors, neither Tesla nor Edison won the prize (although Edison did receive one of 38 possible bids in 1915, and Tesla did receive one bid out of 38 in 1937). Seifer, ""Wizard"" pp378-380 ",yes,768d_top5_persona
744,When did he marry louise désirée lorieux?,"Becquerel was born in Paris into a family which, including he and his son Jean, produced four generations of scientists. He studied science at the Ãcole Polytechnique and engineering at the Ãcole des Ponts et ChaussÃ©es. In 1890 he married Louise DÃ©sirÃ©e Lorieux. Wilson's first wife Ellen died on August 6, 1914 of Bright's disease. In 1915, he met Edith Galt. They married later that year on December 18. On September 19, 1648, after many months of Pascal's friendly but insistent prodding, Florin PÃ©rier, husband of Pascal's elder sister Gilberte, was finally to carry out the fact finding mission vital to Pascal's theory. The account, written by PÃ©rier, reads: He and his second wife travelled to France and Germany, and he purchased an estate in Wales, which he much improved. In 1764, Watt married his cousin Margaret Miller, with whom he had five children, two of whom lived to adulthood.  She died in childbirth in 1772. In 1777 he married again, to Ann MacGregor, daughter of a Glasgow dye-maker, who survived him. She died in 1832.",1890,768d_top5_persona
745,Was Becquerel elected Permanent Secretary of the Académie des Sciences?,"In 1908, the year of his death, Becquerel was elected Permanent Secretary of the AcadÃ©mie des Sciences. He died at the age of 55 in Le Croisic. Antoine Henri Becquerel (December 15, 1852 ; August 25, 1908) was a French physicist, Nobel laureate, and one of the discoverers of radioactivity. He won the 1903 Nobel Prize in Physics for discovering radioactivity. Becquerel was born in Paris into a family which, including he and his son Jean, produced four generations of scientists. He studied science at the Ãcole Polytechnique and engineering at the Ãcole des Ponts et ChaussÃ©es. In 1890 he married Louise DÃ©sirÃ©e Lorieux. Faraday was one of the then eight foreign members of the French Academy of Sciences. In 1892, he became the third in his family to occupy the physics chair at the MusÃ©um National d'Histoire Naturelle. In 1894, he became chief engineer in the Department of Bridges and Highways.","In 1908, the year of his death, Becquerel was elected Permanent Secretary of the Acadmie des Sciences.",768d_top5_persona
746,"Was Becquerel born in Paris into a family which, including he and his son Jean, produced four generations of scientists?","Becquerel was born in Paris into a family which, including he and his son Jean, produced four generations of scientists. He studied science at the Ãcole Polytechnique and engineering at the Ãcole des Ponts et ChaussÃ©es. In 1890 he married Louise DÃ©sirÃ©e Lorieux. Antoine Henri Becquerel (December 15, 1852 ; August 25, 1908) was a French physicist, Nobel laureate, and one of the discoverers of radioactivity. He won the 1903 Nobel Prize in Physics for discovering radioactivity. In 1908, the year of his death, Becquerel was elected Permanent Secretary of the AcadÃ©mie des Sciences. He died at the age of 55 in Le Croisic. The SI unit for radioactivity, the becquerel (Bq), is named after him, and there is a Becquerel crater on the Moon and a Becquerel crater on Mars. Born in Clermont-Ferrand, in the Auvergne region of France, Blaise Pascal lost his mother, Antoinette Begon, at the age of three. His father, Ãtienne Pascal (1588â1651), was a local judge and member of the ""noblesse de robe"", who also had an interest in science and mathematics. Blaise Pascal was brother to Jacqueline Pascal the youngest sibling and Gilberte, the eldest.","Becquerel was born in Paris into a family which, including he and his son Jean, produced four generations of scientists",768d_top5_persona
747,Who won the 1903 Nobel Prize in Physics for discovering radioactivity ?,"In 1903, he shared the Nobel Prize in Physics with Pierre and Marie Curie ""in recognition of the extraordinary services he has rendered by his discovery of spontaneous radioactivity"". Antoine Henri Becquerel (December 15, 1852 ; August 25, 1908) was a French physicist, Nobel laureate, and one of the discoverers of radioactivity. He won the 1903 Nobel Prize in Physics for discovering radioactivity. # In 1906, Roosevelt became the first American to be awarded a Nobel Prize.  Since the Nobel Prize in Physics was awarded to Marconi for radio in 1909, Thomas Edison and Tesla were mentioned as potential laureates to share the Nobel Prize of 1915 in a press dispatch, leading to one of several Nobel Prize controversies. Some sources have claimed that due to their animosity toward each other neither was given the award, despite their enormous scientific contributions, and that each sought to minimize the other one's achievements and right to win the award, that both refused to ever accept the award if the other received it first, and that both rejected any possibility of sharing it.  O'Neill, ""Prodigal Genius"" pp228-229  Earlier, Tesla alone was rumored to have been nominated for the Nobel Prize of 1912. The rumored nomination was primarily for his experiments with tuned circuits using high-voltage high-frequency resonant transformers.","Antoine Henri Becquerel (December 15, 1852 ; August 25, 1908) was a French physicist, Nobel laureate, and one of the discoverers of radioactivity. He won the 1903 Nobel Prize in Physics for discovering radioactivity.",768d_top5_persona
748,Did he not die at the age of 55 in Le Croisic ?,"In 1908, the year of his death, Becquerel was elected Permanent Secretary of the AcadÃ©mie des Sciences. He died at the age of 55 in Le Croisic. In the winter of 1646, Pascal's 58 year-old father broke his hip when he slipped and fell on an icy street of Rouen; given the man's age and the state of medicine in the 17th century, a broken hip could be very serious, perhaps even fatal, condition. Fortunately at the time Rouen was home to two of the finest doctors in France: Monsieur Doctor Deslandes, and Monsieur Doctor de La Bouteillerie. The elder Pascal ""would not let anyone other than these men attend him...It was a good choice, for the old man survived and was able to walk again..."" Connor, James A. Pascal's Wager (HarperCollins, 2006)p.70  But treatment and rehabilitation took three months, during which time La Bouteillerie and Deslandes were live-in guests at the Pascal household. In 1781, he was stationed permanently at Paris. On the outbreak of the Revolution in 1789, he resigned his appointment as intendant des eaux et fontaines, and retired to a small estate which he possessed at Blois. He was recalled to Paris for a time in order to take part in the new determination of weights and measures, which had been decreed by the Revolutionary government. He was one of the first members of the National Institute; he was appointed inspector of public instruction in 1802 . But his health was already very feeble, and four years later he died in Paris, France. He died in his home ""Heathfield"" in Handsworth, Staffordshire on August 19 1819 at the age of 83. An autopsy performed after his death revealed grave problems with his stomach and other organs of his abdomen, along with damage to his brain. Despite the autopsy, the cause of his continual poor health was never precisely determined, though speculation focuses on tuberculosis, stomach cancer, or a combination of the two. Muir, 103.  The headaches which afflicted Pascal are generally attributed to his brain lesion.","Connor, James A. Pascal's Wager (HarperCollins, 2006)p.70 But treatment and rehabilitation took three months, during which time La Bouteillerie and Deslandes were live-in guests at the Pascal household. In 1781, he was stationed permanently at Paris. On the outbreak of the Revolution in 1789, he resigned his appointment as intendant des eaux et fontaines, and retired to a small estate which he possessed at Blois. He was one of the first members of the National Institute; he was appointed inspector of public instruction in 1802 .",768d_top5_persona
749,Did one places between the phosphorescent substance and the paper a piece of money or a metal screen not pierce with a cut-out design ?," One wraps a LumiÃ¨re photographic plate with a bromide emulsion in two sheets of very thick black paper, such that the plate does not become clouded upon being exposed to the sun for a day. One places on the sheet of paper, on the outside, a slab of the phosphorescent substance, and one exposes the whole to the sun for several hours. When one then develops the photographic plate, one recognizes that the silhouette of the phosphorescent substance appears in black on the negative. If one places between the phosphorescent substance and the paper a piece of money or a metal screen pierced with a cut-out design, one sees the image of these objects appear on the negative. â¦ One must conclude from these experiments that the phosphorescent substance in question emits rays which pass through the  opaque paper and reduces silver salts.    Comptes Rendus 122, 420 (1896),  translated by Carmen Giunta. Accessed September 10, 2006. Faraday's picture was printed on British Â£20 banknotes from 1991 until 2001.  Bank of England, Withdrawn Notes The weather was chancy last Saturday...[but] around five o'clock that morning...the Puy-de-DÃ´me was visible...so I decided to give it a try. Several important people of the city of Clermont has asked me to let them know when I made the ascent...I was delighted to have them with me in this great work...

...at eight o'clock we met in the gardens of the Minim Fathers, which has the lowest elevation in town....First I poured sixteen pounds of quicksilver...in to a vessel...then took several glass tubes..each four feet long and hermetically sealed at one end and opened at the other...then placed them in the vessel [of quicksilver]...I found the quick silver stood at 26"" and 3Â½ lines above the quicksilver in the vessel...I repeated the experiment two more times while standing in the same spot...[they] produced the same result each time... [[Image:Faraday photograph ii.jpg|thumb|200px|left|Michael Faraday holding a glass bar of the type he used in 1845 to show that magnetism can affect light.  Detail of an engraving by Henry Adlard, based on an earlier photograph by Maull & Polyblank ca. 1857.   See  National Portrait Gallery, UK  ]] * Light passed through the so-called ""vacuum"" in the glass tube.",[[Image: Faraday photograph ii.jpg|thumb|200px|left]],768d_top5_persona
750,What happened in 1896?,"* William Hornblower, on January 15, 1894, by a vote of 24-30. * In October 1886, Cleveland presided over the dedication of the Statue of Liberty.  * Cleveland, Grover.  about Hawaii.'' (1893). Calvin and Grace Coolidge, about 1918. *  Kenneth M. Swezey Papers, 1891 1982, Archives Center, National Museum of American History, archival resources.","William Hornblower, on January 15, 1894, by a vote of 24-30. * In October 1886, Cleveland presided over the dedication of the Statue of Liberty. * Cleveland, Grover. about Hawaii.'' (1893). Calvin and Grace Coolidge, about 1918. * Kenneth M. Swezey Papers, 1891 1982, Archives Center, National Museum of American History, archival resources.",768d_top5_persona
751,What happened with a bromide emulsion in two sheets of very thick black paper?," One wraps a LumiÃ¨re photographic plate with a bromide emulsion in two sheets of very thick black paper, such that the plate does not become clouded upon being exposed to the sun for a day. One places on the sheet of paper, on the outside, a slab of the phosphorescent substance, and one exposes the whole to the sun for several hours. When one then develops the photographic plate, one recognizes that the silhouette of the phosphorescent substance appears in black on the negative. If one places between the phosphorescent substance and the paper a piece of money or a metal screen pierced with a cut-out design, one sees the image of these objects appear on the negative. â¦ One must conclude from these experiments that the phosphorescent substance in question emits rays which pass through the  opaque paper and reduces silver salts.    Comptes Rendus 122, 420 (1896),  translated by Carmen Giunta. Accessed September 10, 2006. The weather was chancy last Saturday...[but] around five o'clock that morning...the Puy-de-DÃ´me was visible...so I decided to give it a try. Several important people of the city of Clermont has asked me to let them know when I made the ascent...I was delighted to have them with me in this great work...

...at eight o'clock we met in the gardens of the Minim Fathers, which has the lowest elevation in town....First I poured sixteen pounds of quicksilver...in to a vessel...then took several glass tubes..each four feet long and hermetically sealed at one end and opened at the other...then placed them in the vessel [of quicksilver]...I found the quick silver stood at 26"" and 3Â½ lines above the quicksilver in the vessel...I repeated the experiment two more times while standing in the same spot...[they] produced the same result each time... In 1896, while investigating phosphorescence in uranium salts, Becquerel accidentally discovered radioactivity. Investigating the work of Wilhelm Conrad RÃ¶ntgen, Becquerel wrapped a fluorescent substance, potassium uranyl sulfate, in photographic plates and black material in preparation for an experiment requiring bright sunlight. However, prior to actually performing the experiment, Becquerel found that the photographic plates were fully exposed. This discovery led Becquerel to investigate the spontaneous emission of nuclear radiation. This memoria he sent to De Lamétherie's Journal de Physique, de Chimie et d'Histoire naturelle and it was published in the edition of July 14, 1811 with the title Essai d'une manière de déterminer les masses relatives des molecules élémentaires des corps, et les proportions selon lesquelles elles entrent dans ces combinaisons  . In 1800, as the result of a professional disagreement over the galvanic response advocated by Luigi Galvani, he invented the voltaic pile, an early electric battery, which produced a steady electric current. Volta had determined that the most effective pair of dissimilar metals to produce electricity was zinc and silver. Initially he experimented with individual cells in series, each cell being a wine goblet filled with brine into which the two dissimilar electrodes were dipped. The electric pile replaced the goblets with cardboard soaked in brine. (The number of cells, and thus the voltage it could produce, was limited by the pressure, exerted by the upper cells, that would squeeze all of the brine out of the cardboard of the bottom cell.)",Becquerel discovered radioactivity.,768d_top5_persona
752,Is there a becquerel crater on the moon and a becquerel crater on mars?,"* ""Gazetteer of Planetary Nomenclature"",  Moon Nomenclature: Crater. USGS, Astrogeology Research Program. The SI unit for radioactivity, the becquerel (Bq), is named after him, and there is a Becquerel crater on the Moon and a Becquerel crater on Mars. The Celsius crater on the Moon is named after him. The Tesla crater on the far side of the Moon and the minor planet 2244 Tesla are also named after him. Dionysus and a panther. Crater. The Louvre c. 370 BC","There is a Becquerel crater on the Moon and a Becquerel crater on Mars. The SI unit for radioactivity, the becquerel (Bq), is named after him, and there is a Becquerel crater on the Moon and a Becquerel crater on Mars. The Celsius crater on the Moon is named after him. The Tesla crater on the far side of the Moon and the minor planet 2244 Tesla are also named after him. Dionysus and a panther. Crater. The Louvre c. 370 BC",768d_top5_persona
753,Are the Javanese the largest and politically dominant ethnic group in Indonesia?,"Most Indonesians are descendant from Austronesian-speaking peoples, who originated from Taiwan. The other major grouping are Melanesians, who inhabit eastern Indonesia. Taylor (2003), pages 5â7,  ;    There are around 300 distinct native ethnicities in Indonesia, and 742 different languages and dialects.  ;    The largest is the Javanese, who comprise 42% of the population, and are politically and culturally dominant.    The Sundanese, ethnic Malays, and Madurese are the largest non-Javanese groups. Small but significant populations of ethnic Chinese, Indians, Europeans and Arabs are concentrated mostly in urban areas.  A sense of Indonesian nationhood exists alongside strongly maintained regional identities. Ricklefs (1991), page 256  Society is largely harmonious, although social, religious and ethnic tensions have triggered horrendous violence.  Domestic migration (including the official Transmigrasi program) are a cause of violence such as the massacre of hundreds of Madurese by a local Dayak community in West Kalimantan, and conflicts in Maluku, Central Sulawesi, and parts of Papua and West Papua  ;  ;  ; Kyoto University: Sulawesi Kaken Team & Center for Southeast Asian Studies    Chinese Indonesians are an influential ethnic minority comprising less than 2% of the population. Much of the country's privately-owned commerce and wealth is Chinese-controlled, Schwarz (1994), pages 53, 80â81; Friend (2003), pages 85â87, 164â165, 233â237  which has contributed to considerable resentment, and even anti-Chinese violence.  ;   The riots in Jakarta in 1998 much of which were aimed at the Chinese were, in part, expressions of this resentment. ; Across its many islands, Indonesia consists of distinct ethnic, linguistic, and religious groups. The Javanese are the largest and politically dominant ethnic group. As a unitary state and a nation, Indonesia has developed a shared identity defined by a national language, a majority Muslim population, and a history of colonialism and rebellion against it. Indonesia's national motto, ""Bhinneka tunggal ika"" (""Unity in Diversity"" lit. ""many, yet one""), articulates the diversity that shapes the country. However, sectarian tensions and separatism have led to violent confrontations that have undermined political and economic stability. Despite its large population and densely populated regions, Indonesia has vast areas of wilderness that support the world's second highest level of biodiversity. The country is richly endowed with natural resources, yet poverty is a defining feature of contemporary Indonesia. Although religious freedom is stipulated in the Indonesian constitution,    the government officially recognizes only six religions: Islam; Protestantism; Roman Catholicism; Hinduism; Buddhism; and Confucianism.    Although it is not an Islamic state, Indonesia is the world's most populous Muslim-majority nation, with almost 86% of Indonesians declared Muslim according to the 2000 census.    11% of the population is Christian, of which roughly two-thirds are Protestant  2% are Hindu, and 1% Buddhist. Most Indonesian Hindus are Balinese,    and most Buddhists in modern-day Indonesia are ethnic Chinese.    Though now minority religions, Hinduism and Buddhism remain defining influences in Indonesian culture. Islam was first adopted by Indonesians in northern Sumatra in the 13th century, through the influence of traders, and became the country's dominant religion by the 16th century.    Roman Catholicism was brought to Indonesia by early Portuguese colonialists and missionaries, Ricklefs (1991), pp. 25, 26, 28 ;    and the Protestant denominations are largely a result of Dutch Calvinist and Lutheran missionary efforts during the country's colonial period. Ricklefs (1991), pp.28, 62; Vickers (2005), p.22;    A large proportion of Indonesians such as the Javanese abangan, Balinese Hindus, and Dayak Christians practice a less orthodox, syncretic form of their religion, which draws on local customs and beliefs. Magnis-Suseno, F. 1981, Javanese Ethics and World-View: The Javanese Idea of the Good Life, PT Gramedia Pustaka Utama, Jakarta, 1997, pp.15-18, ISBN 979-605-406-X; Provinces of Indonesia The Republic of Indonesia ( ) ( ), is a nation in Southeast Asia. Comprising 17,508 islands, it is the world's largest archipelagic state. With a population of over 234 million people, it is the world's fourth most populous country and the most populous Muslim-majority nation, although officially it is not an Islamic state. Indonesia is a republic, with an elected parliament and president. The nation's capital city is Jakarta. The country shares land borders with Papua New Guinea, East Timor and Malaysia. Other neighboring countries include Singapore, the Philippines, Australia, and the Indian territory of the Andaman and Nicobar Islands.","Taylor (2003), pages 5â7, ; There are around 300 distinct native ethnicities in Indonesia, and 742 different languages and dialects. ; The largest is the Javanese, who comprise 42% of the population, and are politically and culturally dominant. The Sundanese, ethnic Malays, and Madurese are the largest non-Javanese groups. Small but significant populations of ethnic Chinese, Indians, Europeans and Arabs are concentrated mostly in urban areas. A sense of Indonesian nationhood exists alongside strongly maintained regional identities.",768d_top5_persona
755,Is Indonesia a monarchy with a presidential system?,"Indonesia is a republic with a presidential system. As a unitary state, power is concentrated in the national government. Following the resignation of President Suharto in 1998, Indonesian political and governmental structures have undergone major reforms. Four amendments to the 1945 Constitution of Indonesia In 1999, 2000, 2001 and 2002  have revamped the executive, judicial, and legislative branches.    The president of Indonesia is the head of state, commander-in-chief of the Indonesian Armed Forces, and the director of domestic governance, policy-making, and foreign affairs. The president appoints a council of ministers, who are not required to be elected members of the legislature. The 2004 presidential election was the first in which the people directly elected the president and vice president.    The president serves a maximum of two consecutive five-year terms. _ (2002), The fourth Amendment of 1945 Indonesia Constitution, Chapter III â The Executive Power, Art. 7. Aceh, Jakarta, Yogyakarta, Papua, and West Papua provinces have greater legislative privileges and a higher degree of autonomy from the central government than the other provinces. The Acehnese government, for example, has the right to create an independent legal system; in 2003, it instituted a form of Sharia (Islamic law).    Yogyakarta was granted the status of Special Region in recognition of its pivotal role in supporting Indonesian Republicans during the Indonesian Revolution. The positions of governor and its vice governor are prioritized for descendants of the Sultan of Yogyakarta and Paku Alam, respectively, much like a sultanate. (Elucidation on the Indonesia Law No. 22/1999 Regarding Regional Governance. People's Representative Council (1999). Chapter XIV Other Provisions, Art. 122;   (translated version). The President of Republic of Indonesia (1974). Chapter VII Transitional Provisions, Art. 91  Papua, formerly known as Irian Jaya, was granted special autonomy status in 2001. As part of the autonomy package was the introduction of the Papuan People's Council tasked with arbitration and speaking on behalf of Papuan tribal customs, however, the implementation of the autonomy measures has been criticized as half-hearted and incomplete.  ;    Jakarta is the country's special capital region. The Republic of Indonesia ( ) ( ), is a nation in Southeast Asia. Comprising 17,508 islands, it is the world's largest archipelagic state. With a population of over 234 million people, it is the world's fourth most populous country and the most populous Muslim-majority nation, although officially it is not an Islamic state. Indonesia is a republic, with an elected parliament and president. The nation's capital city is Jakarta. The country shares land borders with Papua New Guinea, East Timor and Malaysia. Other neighboring countries include Singapore, the Philippines, Australia, and the Indian territory of the Andaman and Nicobar Islands. Sukarno moved from democracy towards authoritarianism, and maintained his power base by balancing the opposing forces of the Military, Islam, and the Communist Party of Indonesia (PKI). Ricklefs (1991), pages 237 - 280  An attempted coup on September 30 1965 was countered by the army, who led a  violent anti-communist purge, during which the PKI was blamed for the coup and effectively destroyed. Friend (2003), pages 107â109;  ; Ricklefs (1991), pages 280â283, 284, 287â290  Between 500,000 and one million people were killed.  ;    The head of the military, General Suharto, out-maneuvered the politically weakened Sukarno, and was formally appointed president in March 1968. His New Order administration    was supported by the US government, US National Archives, RG 59 Records of Department of State; cable no. 868, ref: Embtel 852, Oct 5 1965. ; Adrian Vickers, A History of Modern Indonesia. Cambridge University Press, p. 163; 2005; David Slater, Geopolitics and the Post-Colonial: Rethinking North-South Relations, London: Blackwell, p. 70  and encouraged foreign investment in Indonesia, which was a major factor in the subsequent three decades of substantial economic growth  ;  ; Administratively, Indonesia consists of 33 provinces, five of which have special status. Each province has its own political legislature and governor. The provinces are subdivided into regencies (kabupaten) and (kota), which are further subdivided into subdistricts (kecamatan), and again into village groupings (either desa or kelurahan). Following the implementation of regional autonomy measures in 2001, the regencies and cities have become the key administrative units, responsible for providing most government services. The village administration level is the most influential on a citizen's daily life, and handles matters of a village or neighborhood through an elected lurah or kepala desa (village chief).","Papua, formerly known as Irian Jaya, was granted special autonomy status in 2001. As part of the autonomy package was the introduction of the Papuan People's Council tasked with arbitration and speaking on behalf of Papuan tribal customs, however, the implementation of the autonomy measures has been criticized as half-hearted",768d_top5_persona
757,Did the Japanese invasion and subsequent occupation during WWII end Dutch rule?,"For most of the colonial period, Dutch control over these territories was tenuous; only in the early 20th century did Dutch dominance extend to what was to become Indonesia's current boundaries. Dutch troops were constantly engaged in quelling rebellions both on and off Java. The influence of local leaders such as Prince Diponegoro in central Java, Imam Bonjol in central Sumatra and Pattimura in Maluku, and a bloody thirty-year war in Aceh weakened the Dutch and tied up the colonial military forces.(Schwartz 1999, pages 3â4) Despite major internal political, social and sectarian divisions during the National Revolution, Indonesians, on the whole, found unity in their fight for independence.  The Japanese invasion and subsequent occupation during WWII ended Dutch rule,  ;    and encouraged the previously suppressed Indonesian independence movement. Two days after the surrender of Japan in August 1945, Sukarno, an influential nationalist leader, declared independence and was appointed president.  ;  ;  ; Reid (1973), page 30  The Netherlands tried to reestablish their rule, and a bitter armed and diplomatic struggle ended in December 1949, when in the face of international pressure, the Dutch formally recognized Indonesian independence.  ; During World War II, the Imperial Japanese Army invaded Malaya, culminating in the Battle of Singapore. The ill-prepared British were defeated in six days, and surrendered the supposedly impregnable ""Bastion of the Empire"" to General Tomoyuki Yamashita on 15 February 1942 in what is now known as the British Empire's greatest military defeat. The Japanese renamed Singapore  , from Japanese  , or ""southern island obtained in the age of ShÅwa"", and occupied it until the British repossessed the island on September 12 1945, a month after the Japanese surrender.    Restoration of Belgium to antebellum national status  The Indonesian archipelago has been an important trade region since at least the seventh century, when the Srivijaya Kingdom formed trade links with China. Indonesian history has been influenced by foreign powers drawn to its natural resources. Under Indian influence, Hindu and Buddhist kingdoms flourished from the early centuries CE. Muslim traders brought Islam, and European powers fought one another to monopolize trade in the Spice Islands of Maluku during the Age of Exploration. Following three and a half centuries of Dutch colonialism, Indonesia secured its independence after World War II. Indonesia's history has since been turbulent, with challenges posed by natural disasters, corruption, separatism, a democratization process, and periods of rapid economic change. In 1879, the Meiji government of Japan announced the annexation of the Ryukyu Islands. China objected, and Grant was asked to arbitrate the matter. He decided that Japan's claim to the islands was stronger and ruled in Japan's favor.","Indonesians, on the whole, found unity in their fight for independence. The Japanese invasion and subsequent occupation during WWII ended Dutch rule, and a bitter armed and diplomatic struggle ended in December 1949, when in the face of international pressure, the Dutch formally recognized Indonesian independence. ; During World War II, the Imperial Japanese Army invaded Malaya, culminating in the Battle of Singapore. The ill-prepared British were defeated in six days, and surrendered the supposedly impregnable ""Bastion of the Empire"" to General Tomoyuki Yamashita on 15 February 1942 in what is now known as the British Empire's greatest military defeat. The Japanese renamed Singapore , from Japanese , or ""southern island obtained in the age of Shwa"", and occupied it until the British repossessed the island on September 12 1945, a month after the Japanese surrender.",768d_top5_persona
